id,crmid,propensity_account_upgrade,propensity_premium
81becf42-7a33-11ea-bda7-b88a60e194fb,crmid:5251855956,1,6
81bf445c-7a33-11ea-85e2-b88a60e194fb,crmid:5800721686,4,4
81bfe0b8-7a33-11ea-8793-b88a60e194fb,crmid:2108494646,2,6
81c055d2-7a33-11ea-bd10-b88a60e194fb,crmid:7526205617,1,4
81c0a408-7a33-11ea-9f0f-b88a60e194fb,crmid:4599653329,1,7
81c11924-7a33-11ea-9cd4-b88a60e194fb,crmid:3575217203,1,9
81c18f30-7a33-11ea-9471-b88a60e194fb,crmid:2183768498,4,7
81c1dc74-7a33-11ea-89f9-b88a60e194fb,crmid:5394905026,6,3
81c251ae-7a33-11ea-9547-b88a60e194fb,crmid:8658836023,4,9
81c2ef34-7a33-11ea-82bb-b88a60e194fb,crmid:2774316462,7,2
81c389f4-7a33-11ea-9a6e-b88a60e194fb,crmid:7210413168,1,1
81c3d838-7a33-11ea-83d9-b88a60e194fb,crmid:8085083559,2,9
81c44d66-7a33-11ea-a753-b88a60e194fb,crmid:2317912041,2,3
81c49b8a-7a33-11ea-9a1a-b88a60e194fb,crmid:6347534249,4,8
81c510da-7a33-11ea-a9dd-b88a60e194fb,crmid:2439697296,2,6
81c58634-7a33-11ea-a6f2-b88a60e194fb,crmid:7094691342,3,4
81c5d41a-7a33-11ea-95c2-b88a60e194fb,crmid:9389148251,2,8
81c6493a-7a33-11ea-ade6-b88a60e194fb,crmid:7241512354,5,2
81c6bfda-7a33-11ea-a2a9-b88a60e194fb,crmid:9496836665,1,2
81c75b74-7a33-11ea-9401-b88a60e194fb,crmid:1370923835,3,2
81c7f702-7a33-11ea-9774-b88a60e194fb,crmid:8164070768,3,6
81c86c18-7a33-11ea-9077-b88a60e194fb,crmid:8660740735,5,4
81c8ba38-7a33-11ea-91c9-b88a60e194fb,crmid:5924928431,3,6
81c92e4c-7a33-11ea-a46f-b88a60e194fb,crmid:1695480568,2,7
81c9a4de-7a33-11ea-829e-b88a60e194fb,crmid:7705782550,2,3
81c9f2ca-7a33-11ea-b53e-b88a60e194fb,crmid:2385471322,1,2
81ca67fe-7a33-11ea-ba1f-b88a60e194fb,crmid:9821315870,6,3
81cb02da-7a33-11ea-8d5b-b88a60e194fb,crmid:3322003619,3,7
81cb7954-7a33-11ea-91f2-b88a60e194fb,crmid:4878945438,6,6
81cbc67e-7a33-11ea-ae68-b88a60e194fb,crmid:3232120690,1,9
81cc3c06-7a33-11ea-8a5f-b88a60e194fb,crmid:8468183294,4,7
81ccd7d8-7a33-11ea-a76f-b88a60e194fb,crmid:2703212768,8,4
81cd4d06-7a33-11ea-baaf-b88a60e194fb,crmid:9456619538,6,7
81cd9c2e-7a33-11ea-b204-b88a60e194fb,crmid:4941301405,6,7
81ce118c-7a33-11ea-9111-b88a60e194fb,crmid:5397471495,6,7
81ce8536-7a33-11ea-aa8e-b88a60e194fb,crmid:5584085529,1,4
81cefbb6-7a33-11ea-9cb9-b88a60e194fb,crmid:2020880965,7,6
81cf70e8-7a33-11ea-87c4-b88a60e194fb,crmid:6057570419,3,7
81cfe636-7a33-11ea-b0ea-b88a60e194fb,crmid:9620621439,4,7
81d03438-7a33-11ea-af4c-b88a60e194fb,crmid:2028471494,3,1
81d0a970-7a33-11ea-a4c9-b88a60e194fb,crmid:7225166920,9,2
81d0f79e-7a33-11ea-9602-b88a60e194fb,crmid:3552611635,1,6
81d19262-7a33-11ea-9b4a-b88a60e194fb,crmid:3216860177,1,4
81d2088c-7a33-11ea-92a3-b88a60e194fb,crmid:6676318154,2,3
81d27f4c-7a33-11ea-8983-b88a60e194fb,crmid:6174306281,5,8
81d2f35c-7a33-11ea-88eb-b88a60e194fb,crmid:5535446128,9,9
81d3418a-7a33-11ea-b416-b88a60e194fb,crmid:5400411400,2,7
81d3b562-7a33-11ea-9f41-b88a60e194fb,crmid:2458481422,2,3
81d42b9e-7a33-11ea-abd5-b88a60e194fb,crmid:6266888174,5,4
81d4a046-7a33-11ea-a481-b88a60e194fb,crmid:5852989635,7,7
81d4ef28-7a33-11ea-89ff-b88a60e194fb,crmid:3631655278,1,5
81d53d42-7a33-11ea-8890-b88a60e194fb,crmid:4675862321,4,4
81d5da76-7a33-11ea-9292-b88a60e194fb,crmid:3847778923,1,5
81d64eb8-7a33-11ea-9d03-b88a60e194fb,crmid:9024571319,3,3
81d6c4c6-7a33-11ea-9864-b88a60e194fb,crmid:3129316578,9,2
81d739ee-7a33-11ea-a65b-b88a60e194fb,crmid:4027283702,3,6
81d7ae78-7a33-11ea-a393-b88a60e194fb,crmid:9047553698,6,4
81d822b0-7a33-11ea-8d01-b88a60e194fb,crmid:5313151042,5,5
81d8989c-7a33-11ea-b5e5-b88a60e194fb,crmid:9939358939,4,4
81d90cec-7a33-11ea-b610-b88a60e194fb,crmid:3855989419,2,7
81d95bdc-7a33-11ea-9fa0-b88a60e194fb,crmid:2912049422,6,5
81d9d15a-7a33-11ea-b0d9-b88a60e194fb,crmid:1005862683,8,1
81da1eb0-7a33-11ea-b737-b88a60e194fb,crmid:3283392198,3,7
81dabc26-7a33-11ea-b9d6-b88a60e194fb,crmid:8687858923,9,5
81db30b0-7a33-11ea-9cb3-b88a60e194fb,crmid:1267387614,9,8
81db7d74-7a33-11ea-a421-b88a60e194fb,crmid:8149780983,3,8
81dbf3f6-7a33-11ea-92dd-b88a60e194fb,crmid:7655309604,2,7
81dc4218-7a33-11ea-9f6b-b88a60e194fb,crmid:6854323760,2,8
81dcde0a-7a33-11ea-9a75-b88a60e194fb,crmid:2515954710,2,7
81dd532e-7a33-11ea-9918-b88a60e194fb,crmid:4718443906,6,5
81dda158-7a33-11ea-b536-b88a60e194fb,crmid:1957655272,4,3
81de1574-7a33-11ea-b93a-b88a60e194fb,crmid:1889504039,4,3
81de6436-7a33-11ea-b392-b88a60e194fb,crmid:4222852711,9,5
81deda62-7a33-11ea-8403-b88a60e194fb,crmid:7635411898,4,2
81e1bf0a-7a33-11ea-a7c4-b88a60e194fb,crmid:3033171561,4,7
81e20d4c-7a33-11ea-b359-b88a60e194fb,crmid:8070126595,1,2
81e283a2-7a33-11ea-b9e0-b88a60e194fb,crmid:2971983802,6,7
81e2d13a-7a33-11ea-9b3c-b88a60e194fb,crmid:7920962606,7,9
81e34636-7a33-11ea-b333-b88a60e194fb,crmid:5319951407,2,2
81e39512-7a33-11ea-b786-b88a60e194fb,crmid:8344045052,6,7
81e40a74-7a33-11ea-b0c8-b88a60e194fb,crmid:1547644953,4,3
81e4804a-7a33-11ea-9e88-b88a60e194fb,crmid:8269135807,1,3
81e4f5b0-7a33-11ea-8256-b88a60e194fb,crmid:8507511174,1,2
81e56a6e-7a33-11ea-ab8b-b88a60e194fb,crmid:7485864564,2,5
81e5dfcc-7a33-11ea-996c-b88a60e194fb,crmid:5933025712,5,7
821e52c0-7a33-11ea-9ac5-b88a60e194fb,crmid:7335742815,1,7
821ea0dc-7a33-11ea-9b24-b88a60e194fb,crmid:7083863180,6,7
821f15fa-7a33-11ea-b611-b88a60e194fb,crmid:5132146021,2,2
821f8b5c-7a33-11ea-85b8-b88a60e194fb,crmid:2925168920,1,2
82200050-7a33-11ea-9a33-b88a60e194fb,crmid:8240390879,9,7
82204e70-7a33-11ea-ad3c-b88a60e194fb,crmid:2590244404,4,7
8220c39a-7a33-11ea-8801-b88a60e194fb,crmid:7035027898,2,6
822138ca-7a33-11ea-aa35-b88a60e194fb,crmid:9801491187,4,1
822186f0-7a33-11ea-9acd-b88a60e194fb,crmid:3869206168,9,4
8221fc1a-7a33-11ea-bcbc-b88a60e194fb,crmid:2590097366,1,6
8222e67a-7a33-11ea-9e97-b88a60e194fb,crmid:4763423065,2,2
8223349e-7a33-11ea-b7a3-b88a60e194fb,crmid:7010789197,5,4
8223a9ca-7a33-11ea-8857-b88a60e194fb,crmid:9030981614,3,9
8223f7ee-7a33-11ea-af1e-b88a60e194fb,crmid:6918607399,5,4
82246ce2-7a33-11ea-97b4-b88a60e194fb,crmid:9683272269,1,4
8224e24c-7a33-11ea-a8fb-b88a60e194fb,crmid:3547378856,7,4
82253068-7a33-11ea-aa90-b88a60e194fb,crmid:4821005240,2,9
8225a59e-7a33-11ea-881f-b88a60e194fb,crmid:1195654200,2,6
8225f3ba-7a33-11ea-8583-b88a60e194fb,crmid:8282895064,1,8
822668ec-7a33-11ea-b462-b88a60e194fb,crmid:2240232710,7,8
8226de1a-7a33-11ea-8cab-b88a60e194fb,crmid:5936461451,4,3
8227a164-7a33-11ea-ba08-b88a60e194fb,crmid:6358090424,9,3
82281690-7a33-11ea-beb7-b88a60e194fb,crmid:5660923437,3,7
822864b6-7a33-11ea-ab75-b88a60e194fb,crmid:2465988663,7,4
8228d9e6-7a33-11ea-8afd-b88a60e194fb,crmid:2840219736,4,1
82294f1c-7a33-11ea-a65b-b88a60e194fb,crmid:9203568843,4,8
82299d36-7a33-11ea-b533-b88a60e194fb,crmid:2046457543,6,2
822a1322-7a33-11ea-8688-b88a60e194fb,crmid:1260121340,2,4
822a8794-7a33-11ea-ac27-b88a60e194fb,crmid:6832017886,2,8
822ad5b0-7a33-11ea-a0f4-b88a60e194fb,crmid:2411373325,1,7
822b4ade-7a33-11ea-bf8e-b88a60e194fb,crmid:7307663237,5,7
822be71e-7a33-11ea-8402-b88a60e194fb,crmid:6620408182,3,7
822c835e-7a33-11ea-862e-b88a60e194fb,crmid:5219488106,6,4
822cf890-7a33-11ea-abae-b88a60e194fb,crmid:5108625010,1,2
822d6e48-7a33-11ea-8452-b88a60e194fb,crmid:8885465971,2,3
822dbbdc-7a33-11ea-bdf9-b88a60e194fb,crmid:2888774104,5,7
822e5814-7a33-11ea-b17f-b88a60e194fb,crmid:9179137748,4,8
822ecdb0-7a33-11ea-8d45-b88a60e194fb,crmid:6821944029,1,8
822f427a-7a33-11ea-b50a-b88a60e194fb,crmid:9168605853,6,2
822fb7b0-7a33-11ea-ae8a-b88a60e194fb,crmid:7797445553,5,4
823005ca-7a33-11ea-b845-b88a60e194fb,crmid:3321562629,5,7
82307afa-7a33-11ea-bd96-b88a60e194fb,crmid:7614105715,8,7
8231173e-7a33-11ea-9bdc-b88a60e194fb,crmid:9381446745,6,3
8231b438-7a33-11ea-b059-b88a60e194fb,crmid:3279643679,2,8
823228a8-7a33-11ea-8608-b88a60e194fb,crmid:3915729255,8,9
82329e92-7a33-11ea-8c5f-b88a60e194fb,crmid:8593912639,1,9
82331306-7a33-11ea-b180-b88a60e194fb,crmid:3317002870,2,7
82336278-7a33-11ea-8163-b88a60e194fb,crmid:3213379639,5,4
8233d78c-7a33-11ea-9418-b88a60e194fb,crmid:9783585675,4,5
823425b6-7a33-11ea-a60a-b88a60e194fb,crmid:5419006563,6,3
82349ade-7a33-11ea-a140-b88a60e194fb,crmid:7054135487,1,8
82351010-7a33-11ea-b1cd-b88a60e194fb,crmid:4029060280,8,4
82358568-7a33-11ea-b357-b88a60e194fb,crmid:1245245961,2,7
82364890-7a33-11ea-9529-b88a60e194fb,crmid:9386698753,9,4
823696a2-7a33-11ea-8325-b88a60e194fb,crmid:8762913038,3,2
82370bd2-7a33-11ea-b480-b88a60e194fb,crmid:3818158138,5,9
8237a6d0-7a33-11ea-bdd7-b88a60e194fb,crmid:2580502186,3,4
82381d42-7a33-11ea-acf3-b88a60e194fb,crmid:5168416096,2,3
82389258-7a33-11ea-9101-b88a60e194fb,crmid:2527797237,1,1
82390658-7a33-11ea-b2b9-b88a60e194fb,crmid:2281465567,8,8
823955c8-7a33-11ea-bc40-b88a60e194fb,crmid:2726365674,9,8
8239c9ac-7a33-11ea-b103-b88a60e194fb,crmid:1906977965,2,8
823a4028-7a33-11ea-83da-b88a60e194fb,crmid:8566797343,2,8
823a8d34-7a33-11ea-8193-b88a60e194fb,crmid:6927853203,2,4
823b2a86-7a33-11ea-a2be-b88a60e194fb,crmid:4110969437,4,5
823b9e78-7a33-11ea-ab82-b88a60e194fb,crmid:7262103155,7,7
823c1382-7a33-11ea-a595-b88a60e194fb,crmid:8414314054,5,6
823cd75e-7a33-11ea-a881-b88a60e194fb,crmid:6654789376,9,3
823d7324-7a33-11ea-b609-b88a60e194fb,crmid:4320189597,2,8
823e3654-7a33-11ea-8017-b88a60e194fb,crmid:5230829532,2,8
823ef9a2-7a33-11ea-80d1-b88a60e194fb,crmid:5297508599,8,9
823fbcf0-7a33-11ea-a4d2-b88a60e194fb,crmid:3727336120,2,3
824080cc-7a33-11ea-ac7d-b88a60e194fb,crmid:5750381408,1,7
8240f5a2-7a33-11ea-a4b9-b88a60e194fb,crmid:6156673192,4,6
82416aa6-7a33-11ea-85a4-b88a60e194fb,crmid:8365151132,2,3
82420706-7a33-11ea-810f-b88a60e194fb,crmid:8600816839,4,4
82427c1a-7a33-11ea-ae43-b88a60e194fb,crmid:7497858476,8,3
8242f1a2-7a33-11ea-aeb7-b88a60e194fb,crmid:7451520748,7,8
82436676-7a33-11ea-8c74-b88a60e194fb,crmid:1255828428,8,2
8243db98-7a33-11ea-8a71-b88a60e194fb,crmid:7482068233,2,4
82445122-7a33-11ea-92ce-b88a60e194fb,crmid:8011134213,6,3
8244c606-7a33-11ea-ac55-b88a60e194fb,crmid:2077274962,7,3
82453b34-7a33-11ea-911d-b88a60e194fb,crmid:5419806168,9,4
8245b1e4-7a33-11ea-b193-b88a60e194fb,crmid:1112074137,3,7
8246000a-7a33-11ea-b736-b88a60e194fb,crmid:1380234866,4,8
8246c252-7a33-11ea-93f4-b88a60e194fb,crmid:9748887634,4,8
82473812-7a33-11ea-a95f-b88a60e194fb,crmid:8975802019,9,3
8247ac50-7a33-11ea-8f97-b88a60e194fb,crmid:6251477216,1,5
8247fb58-7a33-11ea-b3db-b88a60e194fb,crmid:8531339855,3,4
82489692-7a33-11ea-87ac-b88a60e194fb,crmid:6952449319,5,3
82490bba-7a33-11ea-81a3-b88a60e194fb,crmid:7529883817,1,3
824959d8-7a33-11ea-9eb3-b88a60e194fb,crmid:5787654619,9,3
8249cf06-7a33-11ea-868f-b88a60e194fb,crmid:7611868328,7,8
824a45cc-7a33-11ea-ae80-b88a60e194fb,crmid:4335939580,2,8
824abb22-7a33-11ea-9bcd-b88a60e194fb,crmid:8351861857,6,8
824b2e94-7a33-11ea-9414-b88a60e194fb,crmid:3512238477,4,5
824bcae2-7a33-11ea-b18e-b88a60e194fb,crmid:5517977112,3,1
824c6880-7a33-11ea-aeeb-b88a60e194fb,crmid:3577118681,7,3
824cdc42-7a33-11ea-b9b6-b88a60e194fb,crmid:6646086908,3,7
824d5168-7a33-11ea-accb-b88a60e194fb,crmid:9854213881,9,4
824dc6ba-7a33-11ea-8936-b88a60e194fb,crmid:8376208791,5,3
824e3bd0-7a33-11ea-b785-b88a60e194fb,crmid:5484605118,1,7
824eb0fe-7a33-11ea-bc5d-b88a60e194fb,crmid:5633607470,1,4
824eff62-7a33-11ea-9f8c-b88a60e194fb,crmid:7479069927,4,2
824f744c-7a33-11ea-98fe-b88a60e194fb,crmid:8089177748,2,8
824feae6-7a33-11ea-afea-b88a60e194fb,crmid:2663311478,5,6
825038f4-7a33-11ea-a123-b88a60e194fb,crmid:3823776822,2,6
8250fc26-7a33-11ea-8029-b88a60e194fb,crmid:5377426615,8,1
82517174-7a33-11ea-bf9a-b88a60e194fb,crmid:8131737922,6,4
8251be58-7a33-11ea-8c6b-b88a60e194fb,crmid:3759998304,2,6
825234d8-7a33-11ea-b438-b88a60e194fb,crmid:5827664596,3,4
825282f4-7a33-11ea-900e-b88a60e194fb,crmid:2944795543,9,2
8252f7f4-7a33-11ea-9fc8-b88a60e194fb,crmid:8028773439,6,5
82536c10-7a33-11ea-9e7f-b88a60e194fb,crmid:3594631830,2,8
8253e12e-7a33-11ea-ae07-b88a60e194fb,crmid:8259267786,5,7
825430a8-7a33-11ea-b7c5-b88a60e194fb,crmid:8463043604,2,8
8254a646-7a33-11ea-a939-b88a60e194fb,crmid:6464800414,3,6
82551b00-7a33-11ea-a94b-b88a60e194fb,crmid:9889753964,3,7
82559058-7a33-11ea-b59e-b88a60e194fb,crmid:6075370800,1,4
82560558-7a33-11ea-8bd8-b88a60e194fb,crmid:6915541305,9,7
8256a1a8-7a33-11ea-8a4f-b88a60e194fb,crmid:1722349074,3,7
8256efca-7a33-11ea-a280-b88a60e194fb,crmid:5407648780,3,7
82576476-7a33-11ea-a5aa-b88a60e194fb,crmid:1408636042,8,8
8257b312-7a33-11ea-89fc-b88a60e194fb,crmid:7438736932,2,8
82584f3a-7a33-11ea-bac3-b88a60e194fb,crmid:6629911896,1,4
8258c482-7a33-11ea-b02c-b88a60e194fb,crmid:2421007087,9,4
8259115a-7a33-11ea-a5da-b88a60e194fb,crmid:5660424432,2,6
82598680-7a33-11ea-8402-b88a60e194fb,crmid:6554513712,9,5
825c4692-7a33-11ea-908f-b88a60e194fb,crmid:8758562631,5,4
825cbc1e-7a33-11ea-9645-b88a60e194fb,crmid:5370705592,3,6
825d3140-7a33-11ea-b533-b88a60e194fb,crmid:7161138425,1,8
825da528-7a33-11ea-8350-b88a60e194fb,crmid:1996765612,7,7
825df458-7a33-11ea-92f2-b88a60e194fb,crmid:6398472180,2,7
825e6980-7a33-11ea-b67a-b88a60e194fb,crmid:1156181117,2,5
825eb798-7a33-11ea-97e6-b88a60e194fb,crmid:7982170984,4,7
825f2cc0-7a33-11ea-b70b-b88a60e194fb,crmid:3016241164,3,8
825fa0fa-7a33-11ea-9239-b88a60e194fb,crmid:5043502687,3,4
826016dc-7a33-11ea-8317-b88a60e194fb,crmid:5196771209,4,2
82608c9c-7a33-11ea-a435-b88a60e194fb,crmid:7815116638,1,7
8261289c-7a33-11ea-b374-b88a60e194fb,crmid:8120571321,5,4
82619c98-7a33-11ea-b586-b88a60e194fb,crmid:5738969471,1,7
82621212-7a33-11ea-8627-b88a60e194fb,crmid:2210490048,5,9
8262ae1e-7a33-11ea-b9f3-b88a60e194fb,crmid:5284462714,5,1
8262fc3a-7a33-11ea-9c30-b88a60e194fb,crmid:9195015895,9,7
8263716c-7a33-11ea-8fa3-b88a60e194fb,crmid:3488247102,3,8
8263e698-7a33-11ea-b3c2-b88a60e194fb,crmid:9408723348,1,1
82645e28-7a33-11ea-b1c4-b88a60e194fb,crmid:8794817546,3,2
8264d278-7a33-11ea-b1a5-b88a60e194fb,crmid:7196014108,2,4
8265478a-7a33-11ea-b439-b88a60e194fb,crmid:8420842479,1,2
8265bb58-7a33-11ea-99b0-b88a60e194fb,crmid:9931954212,1,7
82665900-7a33-11ea-8f8e-b88a60e194fb,crmid:1545741433,9,3
8266cdde-7a33-11ea-827e-b88a60e194fb,crmid:6520789462,5,5
826741e6-7a33-11ea-8be6-b88a60e194fb,crmid:2973730800,6,2
8267b894-7a33-11ea-ac2d-b88a60e194fb,crmid:7374139637,9,4
826806b0-7a33-11ea-8c12-b88a60e194fb,crmid:8586056867,6,2
82687bd8-7a33-11ea-985b-b88a60e194fb,crmid:3154548071,1,1
8268c93a-7a33-11ea-b68b-b88a60e194fb,crmid:3427730838,2,6
82693e9e-7a33-11ea-b62e-b88a60e194fb,crmid:5555223914,9,3
82698cde-7a33-11ea-a1f9-b88a60e194fb,crmid:1602879306,4,6
826a0352-7a33-11ea-8632-b88a60e194fb,crmid:8996146431,2,7
826a7662-7a33-11ea-8873-b88a60e194fb,crmid:2629563261,2,9
826b3bfa-7a33-11ea-8fd6-b88a60e194fb,crmid:4988901870,9,8
826b894c-7a33-11ea-8670-b88a60e194fb,crmid:1495984235,3,4
826bfe48-7a33-11ea-bbe4-b88a60e194fb,crmid:5142957087,3,3
826c4be2-7a33-11ea-bb49-b88a60e194fb,crmid:4439618344,5,8
826cc064-7a33-11ea-b6ac-b88a60e194fb,crmid:5626735129,3,9
826d3680-7a33-11ea-8bfe-b88a60e194fb,crmid:6492570025,2,8
826dab9c-7a33-11ea-9f3d-b88a60e194fb,crmid:9957082801,6,1
826dfa42-7a33-11ea-b8a6-b88a60e194fb,crmid:5553769376,3,2
826e954a-7a33-11ea-ba7e-b88a60e194fb,crmid:2230483081,2,4
826f3292-7a33-11ea-8dbd-b88a60e194fb,crmid:2304594693,2,7
82701cb4-7a33-11ea-9191-b88a60e194fb,crmid:3794919115,1,3
8270b7e4-7a33-11ea-aeac-b88a60e194fb,crmid:5482468104,9,9
827156d2-7a33-11ea-acd6-b88a60e194fb,crmid:2648389825,3,8
8271f1b6-7a33-11ea-870d-b88a60e194fb,crmid:6289600364,9,7
82728dec-7a33-11ea-a064-b88a60e194fb,crmid:4102253196,6,3
82730352-7a33-11ea-804d-b88a60e194fb,crmid:1413840323,7,9
8273788c-7a33-11ea-9720-b88a60e194fb,crmid:1667518321,2,8
8273ec36-7a33-11ea-8a14-b88a60e194fb,crmid:9041747596,2,4
82746290-7a33-11ea-a5f9-b88a60e194fb,crmid:4147206516,3,7
8274d7b0-7a33-11ea-9789-b88a60e194fb,crmid:8701700452,1,7
82754d26-7a33-11ea-bbb3-b88a60e194fb,crmid:6296315022,7,8
82760f40-7a33-11ea-958f-b88a60e194fb,crmid:8244587159,9,4
8276843a-7a33-11ea-a225-b88a60e194fb,crmid:6418202309,8,5
8276d2b0-7a33-11ea-99f1-b88a60e194fb,crmid:6211388273,4,4
827748d4-7a33-11ea-857e-b88a60e194fb,crmid:1801957025,2,7
8277e3ac-7a33-11ea-910f-b88a60e194fb,crmid:6336292648,6,7
82785a54-7a33-11ea-ab80-b88a60e194fb,crmid:4504120197,9,6
8278cf78-7a33-11ea-8cd5-b88a60e194fb,crmid:6678002361,6,7
82791c54-7a33-11ea-8847-b88a60e194fb,crmid:9411494731,3,5
8279b9d2-7a33-11ea-8ded-b88a60e194fb,crmid:9731556064,7,1
827a06a6-7a33-11ea-ba99-b88a60e194fb,crmid:7503195968,2,8
827a7bca-7a33-11ea-aeb7-b88a60e194fb,crmid:6558649415,9,7
827b3f36-7a33-11ea-bcbc-b88a60e194fb,crmid:7292691985,7,1
827bb4ae-7a33-11ea-ae8c-b88a60e194fb,crmid:3752076445,5,3
827c03ee-7a33-11ea-b201-b88a60e194fb,crmid:9547176355,2,8
827c7958-7a33-11ea-8e5e-b88a60e194fb,crmid:9017144106,2,2
827d13c0-7a33-11ea-8f06-b88a60e194fb,crmid:7487131852,1,8
827d61e6-7a33-11ea-b3e9-b88a60e194fb,crmid:9706223861,9,3
827dd71c-7a33-11ea-9502-b88a60e194fb,crmid:7964404365,2,7
827e4c46-7a33-11ea-90cb-b88a60e194fb,crmid:1100602585,5,5
827ec176-7a33-11ea-b7ab-b88a60e194fb,crmid:5540046792,5,6
827f36a8-7a33-11ea-8190-b88a60e194fb,crmid:5265664621,2,7
827fabd8-7a33-11ea-99c7-b88a60e194fb,crmid:4474242148,1,9
82802106-7a33-11ea-8dae-b88a60e194fb,crmid:5119103046,4,7
82809636-7a33-11ea-96cb-b88a60e194fb,crmid:1826335613,4,1
8280e458-7a33-11ea-9366-b88a60e194fb,crmid:9859717105,7,8
82815986-7a33-11ea-b38e-b88a60e194fb,crmid:1105955724,2,6
8281cea8-7a33-11ea-93de-b88a60e194fb,crmid:2225475767,2,7
82821cd4-7a33-11ea-b355-b88a60e194fb,crmid:3698761420,2,8
82829206-7a33-11ea-be84-b88a60e194fb,crmid:5332742213,8,6
8283072e-7a33-11ea-8f02-b88a60e194fb,crmid:8459337506,6,4
82837c5e-7a33-11ea-b347-b88a60e194fb,crmid:9262004269,1,7
8283f192-7a33-11ea-899d-b88a60e194fb,crmid:3310199374,4,7
828466c6-7a33-11ea-9778-b88a60e194fb,crmid:9788567961,1,8
8284dbf0-7a33-11ea-b38b-b88a60e194fb,crmid:3039305228,8,7
82855124-7a33-11ea-935c-b88a60e194fb,crmid:1311151427,2,8
8285ede6-7a33-11ea-a133-b88a60e194fb,crmid:3704825698,8,4
82863b7a-7a33-11ea-a79b-b88a60e194fb,crmid:3052999561,5,9
8286d7c0-7a33-11ea-ae19-b88a60e194fb,crmid:8569472984,8,4
828725dc-7a33-11ea-bd64-b88a60e194fb,crmid:2941265553,7,7
82879b0c-7a33-11ea-8387-b88a60e194fb,crmid:8498287958,4,2
8287e92e-7a33-11ea-9987-b88a60e194fb,crmid:4070159955,4,7
82885e82-7a33-11ea-b363-b88a60e194fb,crmid:4022442960,2,3
8288d388-7a33-11ea-947f-b88a60e194fb,crmid:2474252754,6,3
82896fd4-7a33-11ea-a2c6-b88a60e194fb,crmid:4166480216,9,7
8289e4f0-7a33-11ea-9a54-b88a60e194fb,crmid:4909626698,1,7
828a3318-7a33-11ea-9e9d-b88a60e194fb,crmid:3803687715,4,6
828aa84a-7a33-11ea-92c2-b88a60e194fb,crmid:5673310834,7,2
828b1d7a-7a33-11ea-ac75-b88a60e194fb,crmid:9327271247,3,3
828b6b94-7a33-11ea-8119-b88a60e194fb,crmid:8038634372,5,2
828be0c6-7a33-11ea-a053-b88a60e194fb,crmid:8097109965,6,8
828c2ee8-7a33-11ea-a709-b88a60e194fb,crmid:4234987848,9,7
828ca414-7a33-11ea-919c-b88a60e194fb,crmid:1218204202,9,8
828d1994-7a33-11ea-9aab-b88a60e194fb,crmid:4430949900,7,1
828d8eca-7a33-11ea-a422-b88a60e194fb,crmid:3924081287,4,3
828e53be-7a33-11ea-b809-b88a60e194fb,crmid:6590011317,1,7
828ec840-7a33-11ea-923e-b88a60e194fb,crmid:2105617726,7,7
828f1600-7a33-11ea-a43f-b88a60e194fb,crmid:9807001678,1,8
828f8b90-7a33-11ea-8701-b88a60e194fb,crmid:3581552908,5,3
828fd9ba-7a33-11ea-8564-b88a60e194fb,crmid:8796409914,6,1
82904ee2-7a33-11ea-a8fd-b88a60e194fb,crmid:4424696216,6,7
8290c42c-7a33-11ea-971f-b88a60e194fb,crmid:3165706195,1,7
82913942-7a33-11ea-8e2c-b88a60e194fb,crmid:3520570719,3,7
8291875e-7a33-11ea-af20-b88a60e194fb,crmid:3639224331,1,1
8292239e-7a33-11ea-ab0b-b88a60e194fb,crmid:8280110347,5,3
829299ca-7a33-11ea-b856-b88a60e194fb,crmid:3020381853,6,7
829336a2-7a33-11ea-ae56-b88a60e194fb,crmid:6042885269,6,3
8293ab2e-7a33-11ea-aa3c-b88a60e194fb,crmid:1523598186,5,9
8293f85c-7a33-11ea-b807-b88a60e194fb,crmid:9589241488,9,1
82946f06-7a33-11ea-835b-b88a60e194fb,crmid:3448164014,9,9
8294e37a-7a33-11ea-b455-b88a60e194fb,crmid:8961465786,2,6
829557c8-7a33-11ea-a135-b88a60e194fb,crmid:1935102696,2,4
8295ceba-7a33-11ea-90f7-b88a60e194fb,crmid:7600240406,2,7
82964286-7a33-11ea-a911-b88a60e194fb,crmid:2833469044,4,6
8296b62e-7a33-11ea-9edd-b88a60e194fb,crmid:3317007243,3,6
8297525a-7a33-11ea-9b9e-b88a60e194fb,crmid:9063494957,9,4
8299ea9a-7a33-11ea-b05d-b88a60e194fb,crmid:1167431971,4,3
829a87e2-7a33-11ea-8c60-b88a60e194fb,crmid:7044886247,2,1
829b99a2-7a33-11ea-85b5-b88a60e194fb,crmid:3043693527,4,3
829be792-7a33-11ea-84e1-b88a60e194fb,crmid:1740318248,2,4
829c5cdc-7a33-11ea-a1f8-b88a60e194fb,crmid:2585102976,3,8
829cd206-7a33-11ea-a4a5-b88a60e194fb,crmid:8537289249,4,7
829d45cc-7a33-11ea-aee2-b88a60e194fb,crmid:1685290099,2,7
829d9552-7a33-11ea-b7c5-b88a60e194fb,crmid:6839742983,2,2
829e0b7a-7a33-11ea-b4bf-b88a60e194fb,crmid:1965124962,3,8
829e80a4-7a33-11ea-bc21-b88a60e194fb,crmid:2869124431,7,8
829ef4de-7a33-11ea-844a-b88a60e194fb,crmid:5000366386,2,7
